mode,time
release,0.000408353
release,0.000420923
release,0.000440881
release,0.000384693
release,0.000406851
release,0.000398054
release,0.000396184
release,0.000376894
release,0.000396832
release,0.000398588
release,0.000377258
release,0.00045825200000000003
release,0.000447884
release,0.00040451900000000005
release,0.00047313300000000004
release,0.000390019
release,0.000431812
release,0.000385757
release,0.00039435200000000005
release,0.00038943200000000005
release,0.00037582
release,0.00037814900000000004
release,0.000447629
release,0.00037877500000000003
release,0.00037068400000000003
release,0.000370697
release,0.00039258900000000005
release,0.00041170400000000004
release,0.000415741
release,0.00040253
release,0.000413152
release,0.000377617
release,0.000410177
release,0.000558615
release,0.000384433
release,0.000376935
release,0.00037871700000000004
release,0.000376943
release,0.000477601
release,0.00040753800000000004
release,0.000369702
release,0.00043610500000000005
release,0.00043717200000000005
release,0.000397883
release,0.000375182
release,0.000303362
release,0.000425598
release,0.00038606700000000003
release,0.00037635800000000003
release,0.000396998
release,0.00040767600000000005
release,0.00040963
release,0.00038166700000000003
release,0.00043636500000000003
release,0.000387873
release,0.00037177200000000003
release,0.00038026600000000003
release,0.00038028300000000003
release,0.00041285700000000004
release,0.000426631
release,0.000388069
release,0.00040263100000000003
release,0.00036671500000000004
release,0.00037433700000000003
release,0.0004959060000000001
release,0.00039161500000000005
release,0.000375585
release,0.000373221
release,0.000392753
release,0.000394366
release,0.000403918
release,0.000385836
release,0.00039768700000000003
release,0.000378382
release,0.00038076900000000004
release,0.000523536
release,0.00045179100000000005
release,0.000367859
release,0.00039780200000000005
release,0.000381852
release,0.000373719
release,0.00040402200000000003
release,0.00046648100000000004
release,0.000426969
release,0.00041875800000000003
release,0.00040566
release,0.00041951
release,0.00037436500000000004
release,0.000437063
release,0.000407191
release,0.000372126
release,0.00040035900000000003
release,0.00042937300000000004
release,0.00041954000000000004
release,0.00037736400000000004
release,0.000406985
release,0.00037776700000000004
release,0.0003929
release,0.0004036
release,0.000400994
debug,0.000571047
debug,0.0006048000000000001
debug,0.00056369
debug,0.000537439
debug,0.000550027
debug,0.000512237
debug,0.000549398
debug,0.000549269
debug,0.000592782
debug,0.000613418
debug,0.0005668860000000001
debug,0.000568138
debug,0.0005651850000000001
debug,0.0006100070000000001
debug,0.000435338
debug,0.0006095300000000001
debug,0.000545612
debug,0.000561627
debug,0.0005457600000000001
debug,0.000532834
debug,0.000607715
debug,0.000547993
debug,0.000541049
debug,0.000588525
debug,0.00056777
debug,0.000536429
debug,0.000601308
debug,0.000534342
debug,0.0005391360000000001
debug,0.000564461
debug,0.0005634310000000001
debug,0.00056178
debug,0.000586522
debug,0.0005635050000000001
debug,0.0005310520000000001
debug,0.00056559
debug,0.000554089
debug,0.00047687200000000004
debug,0.0006055520000000001
debug,0.000567646
debug,0.000533714
debug,0.000561491
debug,0.0005455480000000001
debug,0.000581865
debug,0.00056441
debug,0.0005634780000000001
debug,0.000626025
debug,0.000566361
debug,0.000533023
debug,0.00053027
debug,0.000536323
debug,0.000585786
debug,0.000551376
debug,0.0005343030000000001
debug,0.000525947
debug,0.000559404
debug,0.000532467
debug,0.000564246
debug,0.0005496580000000001
debug,0.0005847490000000001
debug,0.000538047
debug,0.000526351
debug,0.000597706
debug,0.000656532
debug,0.0005814500000000001
debug,0.0005270730000000001
debug,0.0005319130000000001
debug,0.000559544
debug,0.000548723
debug,0.0005583420000000001
debug,0.000537481
debug,0.0005724100000000001
debug,0.00048946
debug,0.000535712
debug,0.000565505
debug,0.000582707
debug,0.000584334
debug,0.0005361000000000001
debug,0.000531956
debug,0.000531274
debug,0.0006299970000000001
debug,0.0005952840000000001
debug,0.000589126
debug,0.000530897
debug,0.0006131590000000001
debug,0.000574711
debug,0.000587542
debug,0.000565039
debug,0.0005395980000000001
debug,0.000541335
debug,0.000517454
debug,0.0005366570000000001
debug,0.000557579
debug,0.000544732
debug,0.0006984620000000001
debug,0.000560612
debug,0.000648772
debug,0.000530472
debug,0.0006304780000000001
debug,0.0006587440000000001
AddressSanitizer,0.005246914
AddressSanitizer,0.006292838
AddressSanitizer,0.005191549
AddressSanitizer,0.004742096
AddressSanitizer,0.006006155
AddressSanitizer,0.005137506
AddressSanitizer,0.005199713
AddressSanitizer,0.005601183
AddressSanitizer,0.005696835000000001
AddressSanitizer,0.005955186
AddressSanitizer,0.005733134
AddressSanitizer,0.004944832000000001
AddressSanitizer,0.004196412
AddressSanitizer,0.0040902130000000005
AddressSanitizer,0.004119734
AddressSanitizer,0.0044973980000000005
AddressSanitizer,0.004244978
AddressSanitizer,0.006394109
AddressSanitizer,0.00588095
AddressSanitizer,0.005611436
AddressSanitizer,0.0049650200000000005
AddressSanitizer,0.004882736
AddressSanitizer,0.004935756
AddressSanitizer,0.006245152
AddressSanitizer,0.0054943940000000005
AddressSanitizer,0.005083440000000001
AddressSanitizer,0.00510312
AddressSanitizer,0.006070021
AddressSanitizer,0.005270516
AddressSanitizer,0.005077473000000001
AddressSanitizer,0.005067117
AddressSanitizer,0.004301801
AddressSanitizer,0.004310395
AddressSanitizer,0.005235481
AddressSanitizer,0.005187884
AddressSanitizer,0.004269370000000001
AddressSanitizer,0.006432370000000001
AddressSanitizer,0.006195985
AddressSanitizer,0.004997172
AddressSanitizer,0.005684757
AddressSanitizer,0.005849310000000001
AddressSanitizer,0.004348295
AddressSanitizer,0.00402982
AddressSanitizer,0.005688956
AddressSanitizer,0.006298703
AddressSanitizer,0.005233459
AddressSanitizer,0.005442983
AddressSanitizer,0.005950609000000001
AddressSanitizer,0.005502402
AddressSanitizer,0.006340358000000001
AddressSanitizer,0.004677743000000001
AddressSanitizer,0.006022284
AddressSanitizer,0.0062568910000000005
AddressSanitizer,0.005523182000000001
AddressSanitizer,0.00513467
AddressSanitizer,0.005630703
AddressSanitizer,0.006103458
AddressSanitizer,0.006093902
AddressSanitizer,0.004888087
AddressSanitizer,0.003962404
AddressSanitizer,0.004181374
AddressSanitizer,0.00578792
AddressSanitizer,0.004935719000000001
AddressSanitizer,0.004841216000000001
AddressSanitizer,0.005717422000000001
AddressSanitizer,0.006110085
