src_file,category,dst_file
tests/pass/tree_borrows/wildcard/wildcard.rs,Exit 0,miri-tests/pass/tree_borrows/wildcard/wildcard.rs
tests/pass/tree_borrows/wildcard/undetected_ub.rs,Exit 0,miri-tests/pass/tree_borrows/wildcard/undetected_ub.rs
tests/pass/shims/env/current_dir_with_isolation.rs,Exit 1,
tests/pass/issues/issue-5917.rs,Exit 0,miri-tests/pass/issues/issue-5917.rs
tests/pass/issues/issue-33387.rs,Exit 0,miri-tests/pass/issues/issue-33387.rs
tests/pass/issues/issue-miri-184.rs,Exit 0,miri-tests/pass/issues/issue-miri-184.rs
tests/pass/issues/issue-3200-packed-field-offset.rs,Exit 0,miri-tests/pass/issues/issue-3200-packed-field-offset.rs
tests/pass/tree_borrows/wildcard/reborrow.rs,Exit 0,miri-tests/pass/tree_borrows/wildcard/reborrow.rs
tests/pass/issues/issue-29746.rs,Exit 0,miri-tests/pass/issues/issue-29746.rs
tests/pass/shims/env/var-forward.rs,Exit 1,
tests/pass/shims/env/current_exe.rs,Exit 1,
tests/pass/shims/env/args.rs,Exit 0,miri-tests/pass/shims/env/args.rs
tests/pass/shims/env/var-without-isolation.rs,Exit 1,
tests/pass/shims/env/home.rs,Exit 1,
tests/pass/shims/x86/intrinsics-x86.rs,Exit 0,miri-tests/pass/shims/x86/intrinsics-x86.rs
tests/pass/shims/env/var-set.rs,Exit 1,
tests/pass/0weak_memory/consistency.rs,Exit 1,
tests/pass/0weak_memory/consistency_sc.rs,Exit 1,
tests/fail/extern_static_wrong_size.rs,Excluded,
tests/fail/c-variadic-mismatch-count.rs,Other UB,
tests/fail/intrinsic_fallback_is_spec.rs,Exit 1,
tests/fail/erroneous_const2.rs,Exit 1,
tests/fail/async-shared-mutable.rs,Aliasing UB,miri-tests/fail/aliasing/async-shared-mutable.rs
tests/fail/branchless-select-i128-pointer.rs,Other UB,
tests/fail/breakpoint.rs,Exit 1,
tests/fail/enum-untagged-variant-invalid-encoding.rs,Other UB,
tests/fail/rustc-error.rs,Exit 1,
tests/fail/erroneous_const.rs,Exit 1,
tests/fail/static_memory_modification3.rs,Other UB,
tests/fail/deny_lint.rs,Exit 1,
tests/fail/box-cell-alias.rs,Aliasing UB,miri-tests/fail/aliasing/box-cell-alias.rs
tests/fail/never_transmute_humans.rs,Other UB,
tests/fail/extern_static.rs,Exit 1,
tests/fail/type-too-large.rs,Exit 1,
tests/fail/ptr_swap_nonoverlapping.rs,Exit 1,
tests/fail/memleak_no_backtrace.rs,Exit 1,
tests/fail/memleak.rs,Exit 1,
tests/fail/extern-type-field-offset.rs,Exit 1,
tests/fail/issue-miri-1112.rs,Other UB,
tests/fail/dyn-upcast-nop-wrong-trait.rs,Other UB,
tests/fail/unreachable.rs,Other UB,
tests/fail/modifying_constants.rs,Other UB,
tests/fail/miri_start_wrong_sig.rs,Excluded,
tests/fail/zst_local_oob.rs,Baseline UB,miri-tests/fail/baseline/zst_local_oob.rs
tests/fail/no_main.rs,Exit 1,
tests/fail/tls_static_leak.rs,Exit 1,
tests/fail/overlapping_assignment.rs,Other UB,
tests/fail/tls_macro_leak.rs,Exit 1,
tests/fail/overlapping_assignment_aggregate.rs,Other UB,
tests/fail/memleak_rc.rs,Exit 1,
tests/fail/unwind-action-terminate.rs,Exit 1,
tests/fail/terminate-terminator.rs,Exit 1,
tests/fail/never_transmute_void.rs,Other UB,
tests/fail/function_calls/target_feature.rs,Excluded,
tests/fail/dyn-call-trait-mismatch.rs,Other UB,
tests/fail/issue-miri-3288-ice-symbolic-alignment-extern-static.rs,Exit 1,
tests/fail/reading_half_a_pointer.rs,Baseline UB,miri-tests/fail/baseline/reading_half_a_pointer.rs
tests/fail/dyn-upcast-trait-mismatch.rs,Other UB,
tests/fail/layout_cycle.rs,Exit 1,
tests/fail/static_memory_modification2.rs,Other UB,
tests/fail/read_from_trivial_switch.rs,Other UB,
tests/fail/function_calls/simd_feature_flag_difference.rs,Excluded,
tests/fail/function_calls/target_feature_wasm.rs,Excluded,
tests/fail/never_match_never.rs,Other UB,
tests/fail/static_memory_modification1.rs,Other UB,
tests/fail/environ-gets-deallocated.rs,Baseline UB,miri-tests/fail/baseline/environ-gets-deallocated.rs
tests/fail/storage-live-dead-var.rs,Other UB,
tests/fail/enum-set-discriminant-niche-variant-wrong.rs,Other UB,
tests/fail/c-variadic-mismatch.rs,Other UB,
tests/fail/rustc-error2.rs,Exit 1,
tests/fail/unaligned_pointers/promise_alignment.rs,Excluded,
tests/fail/never_say_never.rs,Other UB,
tests/fail/extern_static_in_const.rs,Exit 1,
tests/fail/rc_as_ptr.rs,Other UB,
tests/fail/c-variadic.rs,Other UB,
tests/fail/unaligned_pointers/promise_alignment_zero.rs,Excluded,
tests/fail/const-ub-checks.rs,Exit 1,
tests/fail/storage-live-resets-var.rs,Other UB,
tests/fail/function_calls/exported_symbol_bad_unwind1.rs,Other UB,
tests/fail/unsupported_foreign_function.rs,Exit 1,
tests/fail/coroutine-pinned-moved.rs,Other UB,
tests/fail/function_calls/check_arg_abi.rs,Other UB,
tests/fail/function_calls/exported_symbol_wrong_type.rs,Other UB,
tests/fail/function_calls/arg_inplace_locals_alias_ret.rs,Aliasing UB,miri-tests/fail/aliasing/function_calls/arg_inplace_locals_alias_ret.rs
tests/fail/function_calls/arg_inplace_mutate.rs,Aliasing UB,miri-tests/fail/aliasing/function_calls/arg_inplace_mutate.rs
tests/fail/function_calls/arg_inplace_locals_alias.rs,Aliasing UB,miri-tests/fail/aliasing/function_calls/arg_inplace_locals_alias.rs
tests/fail/function_calls/return_pointer_aliasing_read.rs,Aliasing UB,miri-tests/fail/aliasing/function_calls/return_pointer_aliasing_read.rs
tests/fail/function_calls/return_pointer_aliasing_write.rs,Aliasing UB,miri-tests/fail/aliasing/function_calls/return_pointer_aliasing_write.rs
tests/fail/function_calls/check_callback_abi.rs,Other UB,
tests/fail/function_calls/exported_symbol_clashing.rs,Exit 1,
tests/fail/function_calls/check_arg_count_abort.rs,Other UB,
tests/fail/function_calls/return_pointer_aliasing_write_tail_call.rs,Aliasing UB,miri-tests/fail/aliasing/function_calls/return_pointer_aliasing_write_tail_call.rs
tests/fail/function_calls/exported_symbol_abi_mismatch.rs,Other UB,
tests/fail/function_calls/exported_symbol_bad_unwind2.rs,Exit 1,
tests/fail/function_calls/arg_inplace_observe_during.rs,Aliasing UB,miri-tests/fail/aliasing/function_calls/arg_inplace_observe_during.rs
tests/fail/function_calls/arg_inplace_observe_after.rs,Other UB,
tests/fail/function_calls/exported_symbol_wrong_arguments.rs,Other UB,
tests/fail/function_calls/return_pointer_on_unwind.rs,Other UB,
tests/fail/function_calls/exported_symbol_shim_clashing.rs,Exit 1,
tests/fail/unaligned_pointers/field_requires_parent_struct_alignment2.rs,Other UB,
tests/fail/function_calls/check_arg_count_too_few_args.rs,Other UB,
tests/fail/unaligned_pointers/unaligned_ref_addr_of.rs,Other UB,
tests/fail/function_calls/check_arg_count_too_many_args.rs,Other UB,
tests/fail/unaligned_pointers/unaligned_ptr2.rs,Other UB,
tests/fail/unaligned_pointers/unaligned_ptr1.rs,Other UB,
tests/fail/unaligned_pointers/reference_to_packed.rs,Other UB,
tests/fail/unaligned_pointers/atomic_unaligned.rs,Other UB,
tests/fail/unaligned_pointers/dyn_alignment.rs,Other UB,
tests/fail/unaligned_pointers/drop_in_place.rs,Other UB,
tests/fail/unaligned_pointers/unaligned_ptr4.rs,Other UB,
tests/fail/unaligned_pointers/unaligned_ptr_zst.rs,Other UB,
tests/fail/unaligned_pointers/maybe_dangling_unalighed.rs,Other UB,
tests/fail/unaligned_pointers/alignment.rs,Other UB,
tests/fail/unaligned_pointers/intptrcast_alignment_check.rs,Other UB,
tests/fail/unaligned_pointers/unaligned_ptr3.rs,Other UB,
tests/fail/concurrency/read_only_atomic_cmpxchg.rs,Other UB,
tests/fail/concurrency/read_only_atomic_load_acquire.rs,Other UB,
tests/fail/unaligned_pointers/field_requires_parent_struct_alignment.rs,Other UB,
tests/fail/concurrency/mutex-leak-move-deadlock.rs,Exit 1,
tests/fail/concurrency/read_only_atomic_load_large.rs,Exit 0,miri-tests/pass/concurrency/read_only_atomic_load_large.rs
tests/fail/validity/maybe_dangling_null.rs,Other UB,
tests/fail/validity/too-big-unsized.rs,Other UB,
tests/fail/validity/invalid_bool_op.rs,Other UB,
tests/fail/validity/recursive-validity-ref-bool.rs,Other UB,
tests/fail/validity/wrong-dyn-trait-generic.rs,Other UB,
tests/fail/validity/wrong-dyn-trait.rs,Other UB,
tests/fail/validity/nonzero.rs,Other UB,
tests/fail/validity/cast_fn_ptr_invalid_caller_arg.rs,Other UB,
tests/fail/validity/invalid_char_match.rs,Other UB,
tests/fail/validity/invalid_enum_op_discr_uninhabited.rs,Other UB,
tests/fail/validity/invalid_fnptr_uninit.rs,Other UB,
tests/fail/validity/invalid_enum_op.rs,Other UB,
tests/fail/validity/invalid_char_op.rs,Other UB,
tests/fail/validity/uninhabited_variant.rs,Other UB,
tests/fail/validity/cast_fn_ptr_invalid_caller_ret.rs,Other UB,
tests/fail/validity/dangling_ref3.rs,Other UB,
tests/fail/validity/dangling_ref1.rs,Other UB,
tests/fail/validity/box-custom-alloc-invalid-alloc.rs,Other UB,
tests/fail/validity/invalid_fnptr_null.rs,Other UB,
tests/fail/validity/wrong-dyn-trait-assoc-type.rs,Other UB,
tests/fail/validity/uninit_integer.rs,Other UB,
tests/fail/validity/invalid_bool.rs,Other UB,
tests/fail/validity/invalid_int_op.rs,Other UB,
tests/fail/validity/invalid_enum_op_niche_out_of_range.rs,Other UB,
tests/fail/validity/invalid_char_uninit.rs,Other UB,
tests/fail/validity/invalid_enum_cast.rs,Other UB,
tests/fail/validity/invalid_char.rs,Other UB,
tests/fail/validity/recursive-validity-box-bool.rs,Other UB,
tests/fail/validity/invalid_enum_tag.rs,Other UB,
tests/fail/validity/match_binder_checks_validity1.rs,Other UB,
tests/fail/validity/ref_to_uninhabited2.rs,Other UB,
tests/fail/validity/too-big-slice.rs,Other UB,
tests/fail/validity/invalid_wide_raw.rs,Other UB,
tests/fail/validity/dangling_ref2.rs,Other UB,
tests/fail/validity/match_binder_checks_validity2.rs,Other UB,
tests/fail/validity/cast_fn_ptr_invalid_callee_ret.rs,Other UB,
tests/fail/validity/box-custom-alloc-dangling-ptr.rs,Other UB,
tests/fail/validity/uninit_raw_ptr.rs,Other UB,
tests/fail/validity/invalid_bool_uninit.rs,Other UB,
tests/fail/validity/transmute_through_ptr.rs,Other UB,
tests/fail/dangling_pointers/out_of_bounds_read.rs,Baseline UB,miri-tests/fail/baseline/dangling_pointers/out_of_bounds_read.rs
tests/fail/dangling_pointers/deref_dangling_box.rs,Other UB,
tests/fail/validity/cast_fn_ptr_invalid_callee_arg.rs,Other UB,
tests/fail/validity/ref_to_uninhabited1.rs,Other UB,
tests/fail/dangling_pointers/dangling_primitive.rs,Baseline UB,miri-tests/fail/baseline/dangling_pointers/dangling_primitive.rs
tests/fail/validity/invalid_char_cast.rs,Other UB,
tests/fail/dangling_pointers/dangling_pointer_offset.rs,Other UB,
tests/fail/dangling_pointers/dangling_pointer_project_underscore_match.rs,Other UB,
tests/fail/dangling_pointers/deref-invalid-ptr.rs,Other UB,
tests/fail/validity/uninit_float.rs,Other UB,
tests/fail/validity/dyn-transmute-inner-binder.rs,Other UB,
tests/fail/dangling_pointers/null_pointer_write.rs,Baseline UB,miri-tests/fail/baseline/dangling_pointers/null_pointer_write.rs
tests/fail/dangling_pointers/out_of_bounds_read_neg_offset.rs,Baseline UB,miri-tests/fail/baseline/dangling_pointers/out_of_bounds_read_neg_offset.rs
tests/fail/dangling_pointers/storage_dead_dangling.rs,Other UB,
tests/fail/dangling_pointers/dangling_pointer_to_raw_pointer.rs,Other UB,
tests/fail/dangling_pointers/deref_dangling_ref.rs,Other UB,
tests/fail/dangling_pointers/dangling_pointer_project_underscore_let_type_annotation.rs,Other UB,
tests/fail/dangling_pointers/stack_temporary.rs,Baseline UB,miri-tests/fail/baseline/dangling_pointers/stack_temporary.rs
tests/fail/dangling_pointers/null_pointer_deref.rs,Baseline UB,miri-tests/fail/baseline/dangling_pointers/null_pointer_deref.rs
tests/fail/dangling_pointers/wild_pointer_deref.rs,Baseline UB,miri-tests/fail/baseline/dangling_pointers/wild_pointer_deref.rs
tests/fail/dangling_pointers/dangling_pointer_project_underscore_let.rs,Other UB,
tests/fail/dangling_pointers/dangling_pointer_deref.rs,Baseline UB,miri-tests/fail/baseline/dangling_pointers/dangling_pointer_deref.rs
tests/fail/dangling_pointers/out_of_bounds_write.rs,Baseline UB,miri-tests/fail/baseline/dangling_pointers/out_of_bounds_write.rs
tests/fail/dangling_pointers/out_of_bounds_project.rs,Other UB,
tests/fail/dangling_pointers/dyn_size.rs,Other UB,
tests/fail/dangling_pointers/dangling_pointer_deref_match_never.rs,Other UB,
tests/fail/provenance/ptr_int_unexposed.rs,Baseline UB,miri-tests/fail/baseline/provenance/ptr_int_unexposed.rs
tests/fail/weak_memory/weak_uninit.rs,Other UB,
tests/fail/provenance/int_copy_looses_provenance3.rs,Baseline UB,miri-tests/fail/baseline/provenance/int_copy_looses_provenance3.rs
tests/fail/provenance/mix-ptrs2.rs,Other UB,
tests/fail/provenance/ptr_copy_loses_partial_provenance0.rs,Baseline UB,miri-tests/fail/baseline/provenance/ptr_copy_loses_partial_provenance0.rs
tests/fail/provenance/provenance_transmute.rs,Baseline UB,miri-tests/fail/baseline/provenance/provenance_transmute.rs
tests/fail/provenance/int_copy_looses_provenance0.rs,Other UB,
tests/fail/provenance/ptr_copy_loses_partial_provenance1.rs,Baseline UB,miri-tests/fail/baseline/provenance/ptr_copy_loses_partial_provenance1.rs
tests/fail/provenance/int_copy_looses_provenance2.rs,Other UB,
tests/fail/provenance/strict_provenance_cast.rs,Exit 0,miri-tests/pass/provenance/strict_provenance_cast.rs
tests/fail/stacked_borrows/load_invalid_mut.rs,Exit 0,miri-tests/pass/stacked_borrows/load_invalid_mut.rs
tests/fail/provenance/pointer_partial_overwrite.rs,Baseline UB,miri-tests/fail/baseline/provenance/pointer_partial_overwrite.rs
tests/fail/provenance/mix-ptrs1.rs,Other UB,
tests/fail/stacked_borrows/illegal_read5.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_read5.rs
tests/fail/stacked_borrows/unescaped_local.rs,Exit 0,miri-tests/pass/stacked_borrows/unescaped_local.rs
tests/fail/stacked_borrows/unescaped_static.rs,Exit 0,miri-tests/pass/stacked_borrows/unescaped_static.rs
tests/fail/stacked_borrows/shared_rw_borrows_are_weak1.rs,Exit 0,miri-tests/pass/stacked_borrows/shared_rw_borrows_are_weak1.rs
tests/fail/stacked_borrows/illegal_read3.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_read3.rs
tests/fail/provenance/ptr_invalid.rs,Baseline UB,miri-tests/fail/baseline/provenance/ptr_invalid.rs
tests/fail/stacked_borrows/retag_data_race_protected_read.rs,Excluded,
tests/fail/provenance/int_copy_looses_provenance1.rs,Other UB,
tests/fail/stacked_borrows/fnentry_invalidation.rs,Exit 0,miri-tests/pass/stacked_borrows/fnentry_invalidation.rs
tests/fail/stacked_borrows/retag_data_race_read.rs,Excluded,
tests/fail/stacked_borrows/pass_invalid_mut.rs,Exit 0,miri-tests/pass/stacked_borrows/pass_invalid_mut.rs
tests/fail/provenance/ptr_invalid_offset.rs,Other UB,
tests/fail/stacked_borrows/interior_mut2.rs,Exit 0,miri-tests/pass/stacked_borrows/interior_mut2.rs
tests/fail/stacked_borrows/illegal_read7.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_read7.rs
tests/fail/stacked_borrows/invalidate_against_protector1.rs,Exit 0,miri-tests/pass/stacked_borrows/invalidate_against_protector1.rs
tests/fail/stacked_borrows/illegal_write4.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_write4.rs
tests/fail/stacked_borrows/fnentry_invalidation2.rs,Exit 0,miri-tests/pass/stacked_borrows/fnentry_invalidation2.rs
tests/fail/stacked_borrows/return_invalid_mut.rs,Exit 0,miri-tests/pass/stacked_borrows/return_invalid_mut.rs
tests/fail/stacked_borrows/illegal_read2.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_read2.rs
tests/fail/stacked_borrows/illegal_write3.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/illegal_write3.rs
tests/fail/stacked_borrows/disable_mut_does_not_merge_srw.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/disable_mut_does_not_merge_srw.rs
tests/fail/stacked_borrows/return_invalid_mut_tuple.rs,Exit 0,miri-tests/pass/stacked_borrows/return_invalid_mut_tuple.rs
tests/fail/stacked_borrows/deallocate_against_protector1.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/deallocate_against_protector1.rs
tests/fail/stacked_borrows/return_invalid_mut_option.rs,Exit 0,miri-tests/pass/stacked_borrows/return_invalid_mut_option.rs
tests/fail/data_race/release_seq_race.rs,Excluded,
tests/fail/data_race/dealloc_write_race_stack.rs,Excluded,
tests/fail/data_race/alloc_write_race.rs,Excluded,
tests/fail/data_race/mixed_size_read_write_read.rs,Excluded,
tests/fail/data_race/atomic_write_na_write_race2.rs,Excluded,
tests/fail/data_race/local_variable_write_race.rs,Excluded,
tests/fail/data_race/mixed_size_write_write.rs,Excluded,
tests/fail/data_race/dealloc_read_race2.rs,Excluded,
tests/fail/data_race/enable_after_join_to_main.rs,Excluded,
tests/fail/data_race/atomic_write_na_write_race1.rs,Excluded,
tests/fail/data_race/atomic_read_na_write_race2.rs,Excluded,
tests/fail/data_race/fence_after_load.rs,Excluded,
tests/fail/data_race/dangling_thread_async_race.rs,Excluded,
tests/fail/data_race/dealloc_write_race2.rs,Excluded,
tests/fail/data_race/release_seq_race_same_thread.rs,Excluded,
tests/fail/data_race/atomic_write_na_read_race2.rs,Excluded,
tests/fail/data_race/relax_acquire_race.rs,Excluded,
tests/fail/data_race/mixed_size_read_write.rs,Excluded,
tests/fail/data_race/atomic_write_na_read_race1.rs,Excluded,
tests/fail/data_race/read_write_race_stack.rs,Excluded,
tests/fail/data_race/dealloc_write_race1.rs,Excluded,
tests/fail/data_race/alloc_read_race.rs,Excluded,
tests/fail/data_race/mixed_size_read_read_write.rs,Excluded,
tests/fail/data_race/dealloc_read_race1.rs,Excluded,
tests/fail/data_race/local_variable_read_race.rs,Excluded,
tests/fail/data_race/local_variable_alloc_race.rs,Excluded,
tests/fail/data_race/write_write_race_stack.rs,Excluded,
tests/fail/data_race/atomic_read_na_write_race1.rs,Excluded,
tests/fail/data_race/write_write_race.rs,Excluded,
tests/fail/data_race/dangling_thread_race.rs,Excluded,
tests/fail/data_race/rmw_race.rs,Excluded,
tests/fail/data_race/stack_pop_race.rs,Excluded,
tests/fail/data_race/dealloc_read_race_stack.rs,Excluded,
tests/fail/data_race/read_write_race.rs,Excluded,
tests/fail/stacked_borrows/raw_tracking.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/raw_tracking.rs
tests/fail/stacked_borrows/pointer_smuggling.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/pointer_smuggling.rs
tests/fail/stacked_borrows/transmute-is-no-escape.rs,Exit 0,miri-tests/pass/stacked_borrows/transmute-is-no-escape.rs
tests/fail/stacked_borrows/interior_mut1.rs,Exit 0,miri-tests/pass/stacked_borrows/interior_mut1.rs
tests/fail/stacked_borrows/illegal_read4.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_read4.rs
tests/fail/stacked_borrows/zst_slice.rs,Exit 0,miri-tests/pass/stacked_borrows/zst_slice.rs
tests/fail/stacked_borrows/exposed_only_ro.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/exposed_only_ro.rs
tests/fail/stacked_borrows/illegal_dealloc1.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/illegal_dealloc1.rs
tests/fail/stacked_borrows/illegal_read1.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_read1.rs
tests/fail/function_pointers/abi_mismatch_repr_C.rs,Other UB,
tests/fail/stacked_borrows/track_caller.rs,Exit 0,miri-tests/pass/stacked_borrows/track_caller.rs
tests/fail/stacked_borrows/illegal_write2.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_write2.rs
tests/fail/stacked_borrows/illegal_read6.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_read6.rs
tests/fail/stacked_borrows/illegal_read8.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/illegal_read8.rs
tests/fail/stacked_borrows/drop_in_place_protector.rs,Exit 0,miri-tests/pass/stacked_borrows/drop_in_place_protector.rs
tests/fail/function_pointers/cast_box_int_to_fn_ptr.rs,Other UB,
tests/fail/stacked_borrows/shared_rw_borrows_are_weak2.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/shared_rw_borrows_are_weak2.rs
tests/fail/stacked_borrows/drop_in_place_retag.rs,Exit 0,miri-tests/pass/stacked_borrows/drop_in_place_retag.rs
tests/fail/function_pointers/abi_mismatch_too_few_args.rs,Other UB,
tests/fail/stacked_borrows/static_memory_modification.rs,Exit 0,miri-tests/pass/stacked_borrows/static_memory_modification.rs
tests/fail/function_pointers/fn_ptr_offset.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_array_vs_struct.rs,Other UB,
tests/fail/function_pointers/execute_memory.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_int_vs_float.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_raw_pointer.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_simple.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_vector.rs,Other UB,
tests/fail/function_pointers/deref_fn_ptr.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_too_many_args.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_return_type.rs,Other UB,
tests/fail/both_borrows/retag_data_race_write.rs,Excluded,
tests/fail/both_borrows/illegal_write5.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_write5.rs
tests/fail/both_borrows/mut_exclusive_violation2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/mut_exclusive_violation2.rs
tests/fail/both_borrows/illegal_write1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_write1.rs
tests/fail/both_borrows/invalidate_against_protector2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/invalidate_against_protector2.rs
tests/fail/function_pointers/cast_int_to_fn_ptr.rs,Other UB,
tests/fail/shims/macos_tlv_atexit_wrong_abi.rs,Excluded,
tests/fail/both_borrows/pass_invalid_shr_tuple.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/pass_invalid_shr_tuple.rs
tests/fail/both_borrows/box_exclusive_violation1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/box_exclusive_violation1.rs
tests/fail/both_borrows/aliasing_mut1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/aliasing_mut1.rs
tests/fail/both_borrows/aliasing_mut2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/aliasing_mut2.rs
tests/fail/both_borrows/buggy_split_at_mut.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/buggy_split_at_mut.rs
tests/fail/both_borrows/newtype_pair_retagging.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/newtype_pair_retagging.rs
tests/fail/both_borrows/shr_frozen_violation2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/shr_frozen_violation2.rs
tests/fail/both_borrows/return_invalid_shr_tuple.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/return_invalid_shr_tuple.rs
tests/fail/both_borrows/pass_invalid_shr.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/pass_invalid_shr.rs
tests/fail/both_borrows/outdated_local.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/outdated_local.rs
tests/fail/both_borrows/illegal_read_despite_exposed1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_read_despite_exposed1.rs
tests/fail/both_borrows/aliasing_mut3.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/aliasing_mut3.rs
tests/fail/both_borrows/shr_frozen_violation1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/shr_frozen_violation1.rs
tests/fail/both_borrows/newtype_retagging.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/newtype_retagging.rs
tests/fail/both_borrows/invalidate_against_protector3.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/invalidate_against_protector3.rs
tests/fail/tree_borrows/spurious_read.rs,Excluded,
tests/fail/both_borrows/issue-miri-1050-1.rs,Other UB,
tests/fail/tree_borrows/cell-inside-struct.rs,Excluded,
tests/fail/both_borrows/load_invalid_shr.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/load_invalid_shr.rs
tests/fail/both_borrows/return_invalid_shr_option.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/return_invalid_shr_option.rs
tests/fail/tree_borrows/reservedim_spurious_write.rs,Excluded,
tests/fail/both_borrows/pass_invalid_shr_option.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/pass_invalid_shr_option.rs
tests/fail/both_borrows/buggy_as_mut_slice.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/buggy_as_mut_slice.rs
tests/fail/both_borrows/aliasing_mut4.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/aliasing_mut4.rs
tests/fail/both_borrows/box_noalias_violation.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/box_noalias_violation.rs
tests/fail/both_borrows/alias_through_mutation.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/alias_through_mutation.rs
tests/fail/both_borrows/return_invalid_shr.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/return_invalid_shr.rs
tests/fail/both_borrows/mut_exclusive_violation1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/mut_exclusive_violation1.rs
tests/fail/panic/no_std.rs,Excluded,
tests/fail/both_borrows/illegal_write6.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_write6.rs
tests/fail/both_borrows/illegal_write_despite_exposed1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_write_despite_exposed1.rs
tests/fail/both_borrows/issue-miri-1050-2.rs,Other UB,
tests/fail/both_borrows/illegal_read_despite_exposed2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_read_despite_exposed2.rs
tests/fail/shims/return_type_mismatch.rs,Exit 1,
tests/fail/panic/unwind_panic_abort.rs,Excluded,
tests/fail/shims/shim_arg_size.rs,Other UB,
tests/fail/both_borrows/mixed_cell_deallocate.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/mixed_cell_deallocate.rs
tests/fail/shims/vararg_caller_signature_mismatch.rs,Other UB,
tests/fail/shims/ctor_ub.rs,Other UB,
tests/fail/shims/wrong_fixed_arg_count.rs,Other UB,
tests/fail/shims/non_vararg_signature_mismatch.rs,Other UB,
tests/fail/tree_borrows/pass_invalid_mut.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/pass_invalid_mut.rs
tests/fail/shims/ctor_wrong_ret_type.rs,Other UB,
tests/fail/shims/isolated_stdin.rs,Exit 1,
tests/fail/tree_borrows/alternate-read-write.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/alternate-read-write.rs
tests/fail/alloc/alloc_error_handler_custom.rs,Excluded,
tests/fail/alloc/no_global_allocator.rs,Excluded,
tests/fail/tree_borrows/subtree_traversal_skipping_diagnostics.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/subtree_traversal_skipping_diagnostics.rs
